School_ID,Legacy_Unit_ID,Finance_ID,Short_Name,Long_Name,School_Type,Primary_Category,Is_High_School,Is_Middle_School,Is_Elementary_School,Is_Pre_School,Summary,Administrator_Title,Administrator,Secondary_Contact_Title,Secondary_Contact,Address,City,State,Zip,Phone,Fax,CPS_School_Profile,Website,Facebook,Twitter,Youtube,Pinterest,Attendance_Boundaries,Grades_Offered_All,Grades_Offered,Student_Count_Total,Student_Count_Low_Income,Student_Count_Special_Ed,Student_Count_English_Learners,Student_Count_Black,Student_Count_Hispanic,Student_Count_White,Student_Count_Asian,Student_Count_Native_American,Student_Count_Other_Ethnicity,Student_Count_Asian_Pacific_Islander,Student_Count_Multi,Student_Count_Hawaiian_Pacific_Islander,Student_Count_Ethnicity_Not_Available,Statistics_Description,Demographic_Description,ADA_Accessible,Dress_Code,PreK_School_Day,Kindergarten_School_Day,School_Hours,Freshman_Start_End_Time,After_School_Hours,Earliest_Drop_Off_Time,Classroom_Languages,Bilingual_Services,Refugee_Services,Title_1_Eligible,PreSchool_Inclusive,Preschool_Instructional,Significantly_Modified,Hard_Of_Hearing,Visual_Impairments,Transportation_Bus,Transportation_El,Transportation_Metra,School_Latitude,School_Longitude,Average_ACT_School,Mean_ACT,College_Enrollment_Rate_School,College_Enrollment_Rate_Mean,Graduation_Rate_School,Graduation_Rate_Mean,Overall_Rating,Rating_Status,Rating_Statement,Classification_Description,School_Year,Third_Contact_Title,Third_Contact_Name,Fourth_Contact_Title,Fourth_Contact_Name,Fifth_Contact_Title,Fifth_Contact_Name,Sixth_Contact_Title,Sixth_Contact_Name,Seventh_Contact_Title,Seventh_Contact_Name,Location,School_Name_x,Graduates_2017,Enrollments_2017,Enrollment_Pct_2017,Num_Enrollments_Persisting_2017,Persistence_Pct_2017,School_Name_y,Num_Dropout_5yr_2017,Num_Grad_5yr_2017,Num_Students_Adjusted_2017,graduation_rates,dropout_rates,graduation_rates_imputed,dropout_rates_imputed,Persistence_Pct_2017_imputed,other_rates,enrollment_rates,persistence_rates,graduation_only,enrollment_only,check_total
609735,1590,53121,TILDEN HS,Edward Tilden Career Community Academy HS,Neighborhood,HS,Y,N,N,N,"At Tilden, we wish the best for all students. Tilden has made great progress the past 3 years. Attendance has increased by 11%, misconducts have decreased by 36%, our Freshmen-On-Track rate has increased 23%, test scores have improved, and we have engaged families towards the goal of graduating all students college and career ready.  In 2015-2016, we will offer CTE Culinary Arts and have a partnership with Genesys Works.. Tilden is becoming a premier neighborhood school.  Two key features we have implemented are:  4x4 Block Schedule:   Tilden students take 4 classes per semester and earn 1 full credit at the end of the semester.This college-like structure allows students to earn 8 credits per year instead of 7 at other schools. Students have more room in their schedule to take AP courses, Dual Credit Courses, or participate in work-study programs.  Convergence Academy:    Tilden is no longer a turnaround school, we are a Convergence Academy. Through a partnership with Columbia College, we have enhanced digital media integration into teaching and learning. The Convergence experience allows students to engage in curriculum that is designed around the ideas of Create, Consume, and Connect.",Principal,Mr.Maurice Swinney,Assistant Principal,Ms. Ellen Kennedy,4747 S UNION AVE,Chicago,Illinois,60609,7735351625,7735351866.0,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609735,http://tilden.cps.edu/,https://www.facebook.com/Tilden-Career-Community-Academy-324135324345404/,https://twitter.com/TildenCCA,http://www.youtube.com/tccatv,,Y,"9,10,11,12",9-12,239,225,84,18,133,76,21,1,0,0,0,5,0,3,There are 239 students enrolled at TILDEN HS.  94.1% are Low Income Students.  35.1% are Diverse Learners.  7.5% are Limited English Learners.,The largest demographic at TILDEN HS is Black.  This demographic makes up 55.6% of the student population.  The second greatest demographic is Hispanic at 31.8%.,Generally accessible,Y,,,"8:00AM - 3:31PM (M, T, Th, F), 8:00AM - 1:46 (W)",,3:30 pm - 6:30 pm,7:30 am,Spanish,Y,N,Y,,,Y,,,"8, 44, 47",Red,,41.80751,-87.642966,14.5,18.4,31.7,57.9,50.0,73.5,Level 2,Intensive Support,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2016-2017,,,,,,,,,,,"4747 S UNION AVE
Chicago, Illinois 60609
(41.80751, -87.642966)",TILDEN HS,55.0,24.0,43.6,12.0,50.0,TILDEN HS,24.0,32.0,58.0,0.5517241379310345,0.41379310344827586,0,0,0,0.034482758620689724,0.24055172413793105,0.12027586206896553,0.31117241379310345,0.12027586206896553,1.0000000000000002
400130,9047,66614,YCCS - YOUTH DEVELOPMENT,YCCS-Community Youth Development Institute HS,Charter,HS,Y,N,N,N,YCCS Charter-Community Youth Development Institute,Director,Ms. Keena Robinson,,,7836 S UNION AVE,Chicago,Illinois,60620,7732242273,7732242214.0,http://cps.edu/Schools/Pages/school.aspx?SchoolID=400130,http://www.cydihs.org/,,,,,N,"9,10,11,12",9-12,121,114,21,0,118,3,0,0,0,0,0,0,0,0,There are 121 students enrolled at YCCS - YOUTH DEVELOPMENT.  94.2% are Low Income Students.  17.4% are Diverse Learners.  0.0% are Limited English Learners.,The largest demographic at YCCS - YOUTH DEVELOPMENT is Black.  This demographic makes up 97.5% of the student population.  The second greatest demographic is Hispanic at 2.5%.,No/unknown accessibility,Y,,,7:30 AM - 5:00 PM,,,,,N,,Y,,,,,,"8, 79",,,41.751377000000005,-87.64173100000001,12.5,18.4,14.6,57.9,,73.5,Level 1,Not Applicable,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2016-2017,,,,,,,,,,,"7836 S UNION AVE
Chicago, Illinois 60620
(41.751377, -87.641731)",YCCS - YOUTH DEVELOPMENT,36.0,8.0,22.2,,60.525000000000006,,,,,0.8122501130710085,0.15664179104477613,1,1,1,0.03110809588421537,0.18031952510176388,0.10913839256784261,0.6319305879692446,0.07118113253392128,1.0
609760,1850,46381,CARVER MILITARY HS,George Washington Carver Military Academy HS,Military academy,HS,Y,N,N,N,"Carver Military Academy is the leading public military academy in the nation. Carver provides personalized academic support, fosters leadership and empowers all cadets to be college-ready and independent and active citizens.Carver is also considered as the Jewel of South-side. Some of the highlights from last year:   • Increased ACT Composite over 1 point from previous year  • 2013, 2014 and 2016 Citywide Mock Trial Champions  • $10 million in scholarships  • 94.2 Annual Attendance Rate  • One Gates Scholarship winner  • AP Spanish Language Success Rate - 78%  • Dual Credit English, Social Science and Biology Success Rate - 100%  • Athletic Success (Girls Soccer Regional Champs and Boys Basketball Regional Champs- 2014)",Principal,Steven E Rouse,Assistant Principal,Ms. Vickie Durrah,13100 S DOTY AVE,Chicago,Illinois,60627,7735355250,7735355037.0,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609760,http://www.carvermilitary.org,,,,,N,"9,10,11,12",9-12,479,443,26,18,192,281,3,0,1,0,0,2,0,0,There are 479 students enrolled at CARVER MILITARY HS.  92.5% are Low Income Students.  5.4% are Diverse Learners.  3.8% are Limited English Learners.,The largest demographic at CARVER MILITARY HS is Hispanic.  This demographic makes up 58.7% of the student population.  The second greatest demographic is Black at 40.1%.,Generally accessible,Y,,,7:45  AM - 3:41  PM,7:30 a.m. - 3:41 p.m.,,,"French, Spanish",N,N,Y,,,,,,34,Red,,41.656290000000006,-87.59062,18.0,18.4,45.7,57.9,91.0,73.5,Level 1,Good Standing,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .",For students who wish to develop leadership and team-building skills as well as receive military training.,School Year 2016-2017,Commandant,CPT Michael Rover,Senior Army Instructor,MSG Derovic Coleman,School Operations Manager,Ms. Darneshia Houser,Technology Coordinator,Karen Foster,,,"13100 S DOTY AVE
Chicago, Illinois 60627
(41.65629, -87.59062)",CARVER MILITARY HS,108.0,73.0,67.6,50.0,68.5,CARVER MILITARY HS,9.0,116.0,129.0,0.8992248062015504,0.06976744186046512,0,0,0,0.03100775193798444,0.607875968992248,0.4163950387596899,0.2913488372093024,0.19148093023255813,1.0
609740,1640,51071,WELLS HS,Wells Community Academy High School,Neighborhood,HS,Y,N,N,N,"Wells believes all students are smart, talented, and capable of success and provides its students with a positive environment with the aim of educating them to become lifelong scholars.",Principal,Ms.Rituparna Raichoudhuri,Assistant Principal,Amy Vondra,936 N ASHLAND AVE,Chicago,Illinois,60622,7735347010,7735347078.0,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609740,http://wellshs.cps.edu,,,,,Y,"9,10,11,12",9-12,370,335,96,40,190,163,12,0,1,0,0,4,0,0,There are 370 students enrolled at WELLS HS.  90.5% are Low Income Students.  25.9% are Diverse Learners.  10.8% are Limited English Learners.,The largest demographic at WELLS HS is Black.  This demographic makes up 51.4% of the student population.  The second greatest demographic is Hispanic at 44.1%.,No/unknown accessibility,N,,,9:00  AM - 4:15  PM,,4:15 - 6:30,8:30 AM,Spanish,Y,N,Y,,,,,,"9, 56, 66",Blue,,41.898995,-87.66748299999999,15.4,18.4,51.0,57.9,62.9,73.5,Level 2+,Provisional Support,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2016-2017,,,,,,,,,,,"936 N ASHLAND AVE
Chicago, Illinois 60622
(41.898995, -87.667483)",WELLS HS,116.0,59.0,50.9,30.0,50.8,WELLS HS,30.0,106.0,140.0,0.7571428571428571,0.21428571428571427,0,0,0,0.02857142857142858,0.3853857142857142,0.1957759428571428,0.3717571428571429,0.1896097714285714,1.0
610391,7110,46511,LINDBLOM HS,Robert Lindblom Math & Science Academy HS,Selective enrollment,HS,Y,Y,N,N,"Lindblom, a US News & World Report Gold Medal School, offers high-achieving students unique programs in critical world languages, math and science. With the largest Mandarin language program in Chicago and the largest non-heritage Arabic program in the United States, our language program affords students unique and rich opportunities.  Our Biotechnology Center of Excellence, run in partnership with Baxter International and the Office of STEM Education Partnerships at Northwestern University, provides the anchor for our deep STEM program.   With two forward-looking CTE programs, computer science and pre-engineering, Lindblom continues to find ways to make our students stand out to colleges and universities.  Lindblom graduates have included Posse scholarship winners, a QuestBridge recipient,   and Gates Scholars. With over $37million in scholarships offered this past year, Lindblom is putting our students on the map!",Principal,Mr.Wayne Joseph Bevis,Assistant Principal,Karen Fitzpatrick,6130 S WOLCOTT AVE,Chicago,Illinois,60636,7735359300,7735359314.0,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610391,http://www.lindblomeagles.org,,http://twitter.com/LMSAEagles,,,N,"7,8,9,10,11,12",7-12,1331,882,72,19,941,325,34,13,3,0,0,10,0,5,There are 1331 students enrolled at LINDBLOM HS.  66.3% are Low Income Students.  5.4% are Diverse Learners.  1.4% are Limited English Learners.,The largest demographic at LINDBLOM HS is Black.  This demographic makes up 70.7% of the student population.  The second greatest demographic is Hispanic at 24.4%.,Generally accessible,N,Full Day,,8:00 - 3:05pm,8:00 a.m. - 3:05 p.m.,3:05 PM - 8:30 PM,6:15 AM,"Arabic, Chinese",N,N,Y,,,Y,,,"9, 48, 63",Green,,41.782041,-87.671662,22.9,18.4,83.6,57.9,89.2,73.5,Level 1+,Good Standing,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .",Schools that offer a rigorous curriculum with mainly honors and Advanced Placement (AP) courses. Acceptance based on application and entrance exam.,School Year 2016-2017,Assistant Principal,Kelli Easterly,,,,,,,,,"6130 S WOLCOTT AVE
Chicago, Illinois 60636
(41.782041, -87.671662)",LINDBLOM HS,205.0,194.0,94.6,170.0,87.6,LINDBLOM HS,11.0,200.0,224.0,0.8928571428571429,0.049107142857142856,0,0,0,0.05803571428571419,0.844642857142857,0.7399071428571428,0.048214285714285876,0.10473571428571427,1.0
400176,9651,63144,CAMELOT - EXCEL SOUTHWEST HS,Excel - Southwest HS,Citywide-Option,HS,Y,Y,N,N,http://cameloteducation.org/excel-academy-of-southwest/,Principal,Ms. Lisa Sykes,Executive Director,Jamal Tillery,7014 S WASHTENAW AVE,Chicago,Illinois,60629,7734240721,7734240746.0,http://cps.edu/Schools/Pages/school.aspx?SchoolID=400176,http://cameloteducation.org/excel-academy-of-southwest/,,,,,N,"8,9,10,11,12",8-12,123,117,33,2,113,8,0,0,0,0,0,2,0,0,There are 123 students enrolled at CAMELOT - EXCEL SOUTHWEST HS.  95.1% are Low Income Students.  26.8% are Diverse Learners.  1.6% are Limited English Learners.,The largest demographic at CAMELOT - EXCEL SOUTHWEST HS is Black.  This demographic makes up 91.9% of the student population.  The second greatest demographic is Hispanic at 6.5%.,No/unknown accessibility,Y,,,8:00AM - 3:30 PM,,,,Spanish,,,Y,,,,,,"67, 94",,,41.765929,-87.69073,13.6,18.4,27.3,57.9,,73.5,Level 2+,Good Standing,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .",Schools that have their own processes for enrollment.,School Year 2016-2017,Principal,Jake Benke,Assistant Prinicipal,Jeanene Haley,Director of Student Services,Colby Chapman,Dircector of Diverse Learning,Matthew Patton,,,"7014 S WASHTENAW AVE
Chicago, Illinois 60629
(41.765929, -87.69073)",CAMELOT - EXCEL SOUTHWEST HS,50.0,13.0,26.0,4.0,30.8,,,,,0.8451714046822743,0.11739827201783723,1,1,0,0.03743032329988849,0.21974456521739133,0.06768132608695654,0.625426839464883,0.1520632391304348,1.0
610518,1145,46621,AUSTIN CCA HS,Austin College and Career Academy High School,Small,HS,Y,N,N,N,"Austin College and Career Academy (ACCA) is a newly consolidated high school in the Austin community. ACCA serves to prepare students for college and/or career after high school. Our instructional focus is grounded in the comprehensive approach to academics, pre-engineering and skill acquisition through our partnership with Manufacturing Connect, as well as the social-emotional well-being of students. The work at ACCA is led by one critical question: is it in the best interest of students? At ACCA, we strive to maintain and cultivate the historic TIGER PRIDE! ",Principal,Mrs.Patricia J Harper Reynolds,Assistant Principal,Mr. Devon Morales,231 N PINE AVE,Chicago,Illinois,60644,7735340660,7735340667.0,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610518,http://www.ACCAChicago.org,,https://twitter.com/ACCAChicago,,,N,"9,10,11,12",9-12,223,216,64,3,215,5,1,0,1,0,0,1,0,0,There are 223 students enrolled at AUSTIN CCA HS.  96.9% are Low Income Students.  28.7% are Diverse Learners.  1.3% are Limited English Learners.,The largest demographic at AUSTIN CCA HS is Black.  This demographic makes up 96.4% of the student population.  The second greatest demographic is Hispanic at 2.2%.,Generally accessible,N,,,8:40 AM - 3:53 PM,8:40 AM - 3:53 PM,4:00 PM - 7:00 PM,7:55 AM,Spanish,Y,N,Y,,,,,,"20, 57, 85",Green,,41.885993,-87.761916,14.6,18.4,40.0,57.9,70.9,73.5,Level 3,Intensive Support,"This school received a Level 3 rating, which is the lowest rating of academic performance at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .",These schools limit their student populations to 600. This provides a more intimate and personalized learning experience.,School Year 2016-2017,Dean of Students,Mr. John Robinson,Counselor,Dr. Erica Jordan,Tech Coordinator/Programmer,Mr. Daniel Staley,Manufacturing Program Director,Mrs. Erica Swinney-Staley,Office Manager,Portia Boyd,"231 N PINE AVE
Chicago, Illinois 60644
(41.885993, -87.761916)",AUSTIN CCA HS,84.0,32.0,38.1,8.0,25.0,AUSTIN CCA HS,20.0,75.0,97.0,0.7731958762886598,0.20618556701030927,0,0,0,0.020618556701030855,0.29458762886597945,0.07364690721649486,0.4786082474226804,0.22094072164948458,1.0
610392,4460,52011,WORLD LANGUAGE HS,World Language Academy High School,Small,HS,Y,N,N,N,"WLHS provides opportunities for academic study and practical application. Through the study of languages and cultures, WLHS nurtures students to become leaders in their communities and the world.",Principal,Brian Joseph Rogers,Counselor,Carina Martinez,3120 S KOSTNER AVE,Chicago,Illinois,60623,7735354334,7732548470.0,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610392,http://wl.lvlhs.org,,,,,Y,"9,10,11,12",9-12,351,337,54,89,23,319,3,0,0,0,0,1,0,5,There are 351 students enrolled at WORLD LANGUAGE HS.  96% are Low Income Students.  15.4% are Diverse Learners.  25.4% are Limited English Learners.,The largest demographic at WORLD LANGUAGE HS is Hispanic.  This demographic makes up 90.9% of the student population.  The second greatest demographic is Black at 6.6%.,Fully Accessible,Y,,,8:00 am-3:15 pm,8:00 a.m. - 3:15 p.m.,,,"Spanish, Spanish for Heritage Speakers",Y,N,Y,,,,,,"53, 53A, 82",Pink,BNSF Railway (BNSF),41.834396999999996,-87.735292,17.5,18.4,57.8,57.9,77.9,73.5,Level 1,Good Standing,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .",These schools limit their student populations to 600. This provides a more intimate and personalized learning experience.,School Year 2016-2017,Counselor,Elissa Levine,Clerk,Maria Ortiz,,,,,,,"3120 S KOSTNER AVE
Chicago, Illinois 60623
(41.834397, -87.735292)",WORLD LANGUAGE HS,74.0,57.0,77.0,39.0,68.4,WORLD LANGUAGE HS,12.0,85.0,100.0,0.85,0.12,0,0,0,0.030000000000000027,0.6545000000000001,0.4476780000000001,0.1954999999999999,0.206822,1.0
610384,7680,55151,INFINITY HS,Infinity Math Science and Technology High School,Small,HS,Y,N,N,N,Infinity is a Level 1+ High School. Students describe its learning environment as nurturing and its instructional programs as challenging. The school has shown strong and steady gains in student achievement. This is reflected in its inclusion as a top school in the state according to U.S. News and World Reports.,Principal,Charles Naphtali Smith,Assistant Principal,Erin Walker,3120 S KOSTNER AVE,Chicago,Illinois,60623,7735354225,7735354270.0,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610384,http://imst.lvlhs.org,,,,,Y,"9,10,11,12",9-12,420,403,52,49,3,413,3,1,0,0,0,0,0,0,There are 420 students enrolled at INFINITY HS.  96% are Low Income Students.  12.4% are Diverse Learners.  11.7% are Limited English Learners.,The largest demographic at INFINITY HS is Hispanic.  This demographic makes up 98.3% of the student population.  The second greatest demographic is White at 0.7%.,Fully Accessible,Y,,,8:00 am-3:15 pm,8:00 a.m. - 3:15 p.m.,,,"Spanish, Spanish for Heritage Speakers",Y,N,Y,,,,,,"53, 53A, 54, 82",,,41.836169,-87.73527800000001,18.8,18.4,58.5,57.9,94.2,73.5,Level 1+,Good Standing,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .",These schools limit their student populations to 600. This provides a more intimate and personalized learning experience.,School Year 2016-2017,Business Manager,Isela Contreras,,,,,,,,,"3120 S KOSTNER AVE
Chicago, Illinois 60623
(41.836169, -87.735278)",INFINITY HS,79.0,63.0,79.7,47.0,74.6,INFINITY HS,9.0,98.0,107.0,0.9158878504672897,0.08411214953271028,0,0,0,0.0,0.7299626168224299,0.5445521121495327,0.1859252336448598,0.18541050467289721,1.0
400115,9032,66433,CATALYST - MARIA,Catalyst - Maria Charter School,Charter,ES,Y,Y,Y,N,"Catalyst Maria Charter School is a dynamic, vibrant school community serving Kindergarten-12th Grade in Chicago's Chicago Lawn neighborhood.  Catalyst Maria is guided by a mission of providing college-preparatory and values-based education that allows scholars to thrive in their academic and social-emotional growth.",Director,Ms. Dawn Sandoval,High School Principal,Jasmia Fowler,6727 S CALIFORNIA AVE,Chicago,Illinois,60629,7739931770,7739931771.0,http://cps.edu/Schools/Pages/school.aspx?SchoolID=400115,http://www.catalystschools.org/maria,https://www.facebook.com/thecatalystschools,https://twitter.com/catalystschools/,,,N,"K,1,2,3,4,5,6,7,8,9,10,11,12",K-12,1065,995,155,196,471,565,15,2,3,0,0,7,1,1,There are 1065 students enrolled at CATALYST - MARIA.  93.4% are Low Income Students.  14.6% are Diverse Learners.  18.4% are Limited English Learners.,The largest demographic at CATALYST - MARIA is Hispanic.  This demographic makes up 53.1% of the student population.  The second greatest demographic is Black at 44.2%.,No/unknown accessibility,Y,,,7:45 AM - 3:40 PM,Mon - Thurs 7:45 am - 3:40 pm; Fri 7:45 am - 12:55 pm,,7:00 AM,Spanish,Y,N,Y,,,,,,"52A, 67, 94",,,41.770992,-87.693075,16.8,18.4,76.9,57.9,,73.5,Level 1+,Not Applicable,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2016-2017,Elementary School Principal,Tiffany Williams,Manager of School Operations and Compliance,Roxanne Ramirez,Director of Recruiting and Family-Community Partnerships,Demetrius Davis,Director of Post-Secondary Success,Sasha Fawaz,,,"6727 S CALIFORNIA AVE
Chicago, Illinois 60629
(41.770992, -87.693075)",CATALYST - MARIA,126.0,94.0,74.6,75.0,79.8,CATALYST - MARIA,25.0,140.0,170.0,0.8235294117647058,0.14705882352941177,0,0,0,0.02941176470588236,0.6143529411764705,0.49025364705882346,0.2091764705882353,0.12409929411764709,1.0
400131,9601,66615,YCCS - CAMPOS,YCCS-Dr. Pedro Albizu Campos Puerto Rican HS,Charter,HS,Y,N,N,N,YCCS-Dr. Pedro Albizu Campos Puerto Rican High School,Director,Ms. Danette Sokacich,Business Operations Manager,Michelle Oquendo,2739 W DIVISION ST,Chicago,Illinois,60622,7733428022,7733426609.0,http://cps.edu/Schools/Pages/school.aspx?SchoolID=400131,http://pachs-chicago.org/,,,,,N,"9,10,11,12",9-12,164,151,44,13,30,126,6,0,1,0,0,1,0,0,There are 164 students enrolled at YCCS - CAMPOS.  92.1% are Low Income Students.  26.8% are Diverse Learners.  7.9% are Limited English Learners.,The largest demographic at YCCS - CAMPOS is Hispanic.  This demographic makes up 76.8% of the student population.  The second greatest demographic is Black at 18.3%.,No/unknown accessibility,Y,,,8:00 AM - 4:00 PM,,,,,Y,,Y,,,,,,"52, 70",Blue,,41.90285,-87.69600600000001,14.0,18.4,19.1,57.9,,73.5,Level 1,Not Applicable,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2016-2017,,,,,,,,,,,"2739 W DIVISION ST
Chicago, Illinois 60622
(41.90285, -87.696006)",YCCS - CAMPOS,78.0,20.0,25.6,7.0,35.0,,,,,0.8044113092795377,0.16242111532161882,1,1,0,0.03316757539884341,0.2059292951755617,0.07207525331144658,0.5984820141039761,0.1338540418641151,1.0
610564,9626,26921,DISNEY II HS,Disney II Magnet High School,Magnet,HS,Y,Y,N,N,"Disney II provides a rigorous and relevant curriculum in a nurturing and inclusive community. We focus on clear articulation and persistent pursuits of high expectations, the integration of arts and technology, the consideration and celebration of diversity, and the growth of a learning community wherein curiosity is kindled and knowledge is sought and valued.",Principal,Mrs.Kathleen E. Speth,Assistant Principal,Angela Newton,3900 N LAWNDALE AVE,Chicago,Illinois,60618,7735345010,7735345199.0,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610564,http://disneyiimagnet.org,,,,,N,"7,8,9,10,11,12",7-12,722,438,94,12,145,366,164,26,3,0,0,15,3,0,There are 722 students enrolled at DISNEY II HS.  60.7% are Low Income Students.  13% are Diverse Learners.  1.7% are Limited English Learners.,The largest demographic at DISNEY II HS is Hispanic.  This demographic makes up 50.7% of the student population.  The second greatest demographic is White at 22.7%.,No/unknown accessibility,N,,,8:45 AM - 3:45  PM,,3:45 PM -  5:00 PM,08:15 AM,"Chinese, Spanish, Spanish for Heritage Speakers",,,Y,,,,,,"53, 54A, 80",Blue,Union Pacific Northwest (UP-NW),41.952488,-87.72136400000001,19.2,18.4,,57.9,,73.5,Level 1+,Good Standing,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .",Schools that specialize in a specific subject area. Acceptance based on application and random lottery.,School Year 2016-2017,Assistant Principal,Peter Rutkowski,Clerk,Ersi Santiago,,,,,,,"3900 N LAWNDALE AVE
Chicago, Illinois 60618
(41.952488, -87.721364)",DISNEY II HS,106.0,99.0,93.4,84.0,84.8,DISNEY II HS,,,,0.8839000638569604,0.05773068326947638,1,1,0,0.058369252873563204,0.8255626596424012,0.7000771353767561,0.05833740421455924,0.12548552426564508,1.0
610386,1123,67021,PEACE AND EDUCATION HS,Peace & Education Coalition HS,Citywide-Option,HS,Y,N,N,N,"The Peace and Education Coalition Accelerated High School Program provides a non-traditional educational opportunity for out-of-school and off-track youth, ages 16-21, who desire to achieve a high school diploma and a new chance to fully participate in the economic and social spheres of life through guidance and support. We believe that all students deserve to be surrounded by adults who believe in their unlimited, personal potential.  We believe that every student deserves an educational environment that is welcoming and safe. We believe that every child deserves rich educational, career, and social-emotional guidance and support in order to define the pathways to the options he or she chooses.",Principal,Brigitte Lee Swenson,Associate Principal,Lyssette Guzman,4946 S PAULINA ST,Chicago,Illinois,60609,7735359023,7735359477.0,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610386,http://peaceandeducationschools.org,https://www.facebook.com/Peace-and-Education-Coalition-Accelerated-High-School-235065559846425/,,,,N,"10,11,12",10-12,103,98,18,12,28,74,1,0,0,0,0,0,0,0,There are 103 students enrolled at PEACE AND EDUCATION HS.  95.1% are Low Income Students.  17.5% are Diverse Learners.  11.7% are Limited English Learners.,The largest demographic at PEACE AND EDUCATION HS is Hispanic.  This demographic makes up 71.8% of the student population.  The second greatest demographic is Black at 27.2%.,Generally accessible,Y,,,9:00 AM - 3:55 PM,,3:55 PM,8:15 AM,"French, Spanish",,,Y,,,,,,,,,41.803515000000004,-87.667378,13.8,18.4,27.0,57.9,,73.5,Level 1+,Good Standing,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .",Schools that have their own processes for enrollment.,School Year 2016-2017,,,,,,,,,,,"4946 S PAULINA ST
Chicago, Illinois 60609
(41.803515, -87.667378)",PEACE AND EDUCATION HS,49.0,12.0,24.5,3.0,25.0,,,,,0.8673469387755102,0.11224489795918367,1,1,0,0.020408163265306145,0.2125,0.053125,0.6548469387755101,0.159375,0.9999999999999999
